Planning Region,town,street_name,Flat_Type,Storey_Level,Resale Price,Area (SQM),Sales,Area Unit (PSF)
North-East Region,ANG MO KIO,ANG MO KIO AVE 8,4 ROOM,10 TO 12,472833.3333,91.66666667,6,479.2112355
North-East Region,ANG MO KIO,ANG MO KIO AVE 8,5 ROOM,10 TO 12,646000,136,1,441.2898671
North-East Region,ANG MO KIO,ANG MO KIO AVE 8,4 ROOM,11 TO 15,482000,91,1,492.0803144
North-East Region,ANG MO KIO,ANG MO KIO AVE 8,5 ROOM,16 TO 18,645000,117,2,512.1582803
North-East Region,ANG MO KIO,ANG MO KIO AVE 8,5 ROOM,19 TO 21,671000,117,2,532.8034202
North-East Region,ANG MO KIO,ANG MO KIO AVE 8,5 ROOM,22 TO 24,700000,117,1,555.8306917
North-East Region,ANG MO KIO,ANG MO KIO AVE 9,3 ROOM,01 TO 03,308785.7143,68,7,421.8699901
North-East Region,ANG MO KIO,ANG MO KIO AVE 9,4 ROOM,01 TO 03,453222,97,4,434.079818
North-East Region,ANG MO KIO,ANG MO KIO AVE 9,5 ROOM,01 TO 03,548900,121.9,10,418.3308286
North-East Region,ANG MO KIO,ANG MO KIO AVE 9,5 ROOM,01 TO 05,561000,121,3,430.7326932
North-East Region,ANG MO KIO,ANG MO KIO AVE 9,3 ROOM,04 TO 06,309769.2308,69.07692308,13,416.6157062
North-East Region,ANG MO KIO,ANG MO KIO AVE 9,4 ROOM,04 TO 06,490000,94.66666667,3,480.8718344
North-East Region,ANG MO KIO,ANG MO KIO AVE 9,5 ROOM,04 TO 06,565166.6667,121.4444444,9,432.3437971
North-East Region,ANG MO KIO,ANG MO KIO AVE 9,3 ROOM,06 TO 10,399000,82,1,452.0530345
North-East Region,ANG MO KIO,ANG MO KIO AVE 9,4 ROOM,06 TO 10,458000,100,1,425.496335
North-East Region,ANG MO KIO,ANG MO KIO AVE 9,5 ROOM,06 TO 10,563000,121,1,432.2682821
North-East Region,ANG MO KIO,ANG MO KIO AVE 9,3 ROOM,07 TO 09,333098.1538,69.07692308,13,447.9913071
North-East Region,ANG MO KIO,ANG MO KIO AVE 9,4 ROOM,07 TO 09,464200,94.8,5,454.9117395
North-East Region,ANG MO KIO,ANG MO KIO AVE 9,5 ROOM,07 TO 09,593225,122.25,8,450.8176625
North-East Region,ANG MO KIO,ANG MO KIO AVE 9,EXECUTIVE,07 TO 09,623000,150,1,385.8576662
North-East Region,ANG MO KIO,ANG MO KIO AVE 9,3 ROOM,10 TO 12,321008.8,69.4,10,429.7222226
North-East Region,ANG MO KIO,ANG MO KIO AVE 9,4 ROOM,10 TO 12,483280.7273,99.27272727,11,452.272174
North-East Region,ANG MO KIO,ANG MO KIO AVE 9,5 ROOM,10 TO 12,605000,122.5,6,458.8277028
North-East Region,ANG MO KIO,ANG MO KIO AVE 9,3 ROOM,11 TO 15,355000,68,1,485.008987
North-East Region,ANG MO KIO,ANG MO KIO ST 11,5 ROOM,01 TO 03,609333.3333,127,3,445.7399514
North-East Region,ANG MO KIO,ANG MO KIO ST 11,EXECUTIVE,01 TO 03,811250,145.75,4,517.1023268
North-East Region,ANG MO KIO,ANG MO KIO ST 11,5 ROOM,04 TO 06,642177.6,128,5,466.096164
North-East Region,ANG MO KIO,ANG MO KIO ST 11,EXECUTIVE,04 TO 06,815000,144,1,525.8059088
North-East Region,ANG MO KIO,ANG MO KIO ST 11,5 ROOM,07 TO 09,658000,128,1,477.5801522
North-East Region,ANG MO KIO,ANG MO KIO ST 11,5 ROOM,10 TO 12,686666.6667,127.3333333,3,500.9959361
North-East Region,ANG MO KIO,ANG MO KIO ST 11,EXECUTIVE,10 TO 12,820000,146,1,521.7847022
North-East Region,ANG MO KIO,ANG MO KIO ST 21,5 ROOM,01 TO 03,577400,137.2,5,390.978624
North-East Region,ANG MO KIO,ANG MO KIO ST 21,5 ROOM,01 TO 05,613000,138,1,412.6783959
North-East Region,ANG MO KIO,ANG MO KIO ST 21,5 ROOM,04 TO 06,601666.6667,136.3333333,3,410.0003655
North-East Region,ANG MO KIO,ANG MO KIO ST 21,5 ROOM,06 TO 10,630000,138,1,424.1229844
North-East Region,ANG MO KIO,ANG MO KIO ST 21,5 ROOM,07 TO 09,613000,127.6666667,3,446.0805637
North-East Region,ANG MO KIO,ANG MO KIO ST 21,5 ROOM,10 TO 12,614000,133,2,428.8911411
North-East Region,ANG MO KIO,ANG MO KIO ST 31,4 ROOM,01 TO 03,531700,94.8,10,521.0611199
North-East Region,ANG MO KIO,ANG MO KIO ST 31,5 ROOM,01 TO 03,668250,123,4,504.735907
North-East Region,ANG MO KIO,ANG MO KIO ST 31,5 ROOM,01 TO 05,655000,110,1,553.1959099
North-East Region,ANG MO KIO,ANG MO KIO ST 31,4 ROOM,04 TO 06,571333.3333,97.88888889,9,542.2337049
North-East Region,ANG MO KIO,ANG MO KIO ST 31,5 ROOM,04 TO 06,676750,117.1666667,12,536.6047781
North-East Region,ANG MO KIO,ANG MO KIO ST 31,4 ROOM,06 TO 10,582000,95,1,569.1539116
North-East Region,ANG MO KIO,ANG MO KIO ST 31,5 ROOM,06 TO 10,717500,110,2,605.9817792
North-East Region,ANG MO KIO,ANG MO KIO ST 31,4 ROOM,07 TO 09,572699.0769,93.07692308,13,571.6297336
North-East Region,ANG MO KIO,ANG MO KIO ST 31,5 ROOM,07 TO 09,716250,116,4,573.6367827
North-East Region,ANG MO KIO,ANG MO KIO ST 31,4 ROOM,10 TO 12,587808,93.18181818,11,586.0499832
North-East Region,ANG MO KIO,ANG MO KIO ST 31,5 ROOM,10 TO 12,739148,114.6666667,6,598.8589767
North-East Region,ANG MO KIO,ANG MO KIO ST 31,4 ROOM,11 TO 15,530000,90,1,547.0962094
North-East Region,ANG MO KIO,ANG MO KIO ST 31,5 ROOM,11 TO 15,705000,110,1,595.4246053
North-East Region,ANG MO KIO,ANG MO KIO ST 31,4 ROOM,13 TO 15,594971.6364,91.81818182,11,602.0019797
North-East Region,ANG MO KIO,ANG MO KIO ST 31,5 ROOM,13 TO 15,749717.0909,112.5454545,11,618.8705228
North-East Region,ANG MO KIO,ANG MO KIO ST 31,4 ROOM,16 TO 18,601750,93.75,4,596.3142232
North-East Region,ANG MO KIO,ANG MO KIO ST 31,5 ROOM,16 TO 18,735000,110,2,620.7618226
North-East Region,ANG MO KIO,ANG MO KIO ST 31,4 ROOM,16 TO 20,639888,95,1,625.7641894
North-East Region,ANG MO KIO,ANG MO KIO ST 31,4 ROOM,19 TO 21,645000,95,1,630.7633557
North-East Region,ANG MO KIO,ANG MO KIO ST 31,5 ROOM,19 TO 21,766603.8571,114,7,624.735945
North-East Region,ANG MO KIO,ANG MO KIO ST 31,4 ROOM,22 TO 24,596500,95,2,583.333863
North-East Region,ANG MO KIO,ANG MO KIO ST 31,5 ROOM,22 TO 24,767875,110,8,648.5271898
North-East Region,ANG MO KIO,ANG MO KIO ST 31,4 ROOM,25 TO 27,626444,95,4,612.6169296
North-East Region,ANG MO KIO,ANG MO KIO ST 31,5 ROOM,25 TO 27,787666.6667,110,3,665.2427151
North-East Region,ANG MO KIO,ANG MO KIO ST 31,5 ROOM,26 TO 30,756888,110,1,639.2478563
North-East Region,ANG MO KIO,ANG MO KIO ST 31,4 ROOM,28 TO 30,591000,95,2,577.9552608
North-East Region,ANG MO KIO,ANG MO KIO ST 31,5 ROOM,28 TO 30,720000,110,1,608.0932139
North-East Region,ANG MO KIO,ANG MO KIO ST 32,4 ROOM,01 TO 03,495800,95,5,484.8565453
North-East Region,ANG MO KIO,ANG MO KIO ST 32,5 ROOM,01 TO 03,623333.3333,110,3,526.4510695
North-East Region,ANG MO KIO,ANG MO KIO ST 32,4 ROOM,01 TO 05,518000,95,1,506.5665399
North-East Region,ANG MO KIO,ANG MO KIO ST 32,4 ROOM,04 TO 06,523111.1111,93.88888889,9,517.6188587
North-East Region,ANG MO KIO,ANG MO KIO ST 32,5 ROOM,04 TO 06,661336,110,8,558.5471302
North-East Region,ANG MO KIO,ANG MO KIO ST 32,4 ROOM,06 TO 10,538000,95,1,526.1250936
North-East Region,ANG MO KIO,ANG MO KIO ST 32,4 ROOM,07 TO 09,529000,93.33333333,6,526.5616684
North-East Region,ANG MO KIO,ANG MO KIO ST 32,5 ROOM,07 TO 09,652000,110,9,550.6621882
North-East Region,ANG MO KIO,ANG MO KIO ST 32,4 ROOM,10 TO 12,550600,93,5,550.0264874
North-East Region,ANG MO KIO,ANG MO KIO ST 32,5 ROOM,10 TO 12,678250,110,8,572.8322533
North-East Region,ANG MO KIO,ANG MO KIO ST 32,5 ROOM,11 TO 15,685333.3333,110,3,578.8146518
North-East Region,ANG MO KIO,ANG MO KIO ST 32,4 ROOM,13 TO 15,550300,93,10,549.7267999
North-East Region,ANG MO KIO,ANG MO KIO ST 32,5 ROOM,13 TO 15,700000,110,5,591.2017358
North-East Region,ANG MO KIO,ANG MO KIO ST 32,4 ROOM,16 TO 18,603000,94.5,10,592.810448
North-East Region,ANG MO KIO,ANG MO KIO ST 32,5 ROOM,16 TO 18,704777.6,110,5,595.2367721
North-East Region,ANG MO KIO,ANG MO KIO ST 32,4 ROOM,16 TO 20,560000,95,1,547.6395026
North-East Region,ANG MO KIO,ANG MO KIO ST 32,5 ROOM,16 TO 20,700000,110,1,591.2017358
North-East Region,ANG MO KIO,ANG MO KIO ST 32,4 ROOM,19 TO 21,587750,92.5,8,590.3115092
North-East Region,ANG MO KIO,ANG MO KIO ST 32,5 ROOM,19 TO 21,737833.3333,110,6,623.154782
North-East Region,ANG MO KIO,ANG MO KIO ST 32,5 ROOM,21 TO 25,686000,110,1,579.3777011
North-East Region,ANG MO KIO,ANG MO KIO ST 32,4 ROOM,22 TO 24,610360,94,5,603.2378124
North-East Region,ANG MO KIO,ANG MO KIO ST 32,5 ROOM,22 TO 24,733777.6,110,5,619.7294154
North-East Region,ANG MO KIO,ANG MO KIO ST 32,4 ROOM,25 TO 27,590000,90,1,609.0316294
North-East Region,ANG MO KIO,ANG MO KIO ST 32,5 ROOM,25 TO 27,748800,110,5,632.4169425
North-East Region,ANG MO KIO,ANG MO KIO ST 32,4 ROOM,28 TO 30,603861,91.875,8,610.6185244
North-East Region,ANG MO KIO,ANG MO KIO ST 32,5 ROOM,28 TO 30,774583.25,110,4,654.1928027
North-East Region,ANG MO KIO,ANG MO KIO ST 52,4 ROOM,01 TO 03,579250,90.5,8,594.6313591
North-East Region,ANG MO KIO,ANG MO KIO ST 52,5 ROOM,01 TO 03,698636.3636,112.1818182,11,578.5741923
North-East Region,ANG MO KIO,ANG MO KIO ST 52,4 ROOM,01 TO 05,520000,90,1,536.7736395
North-East Region,ANG MO KIO,ANG MO KIO ST 52,4 ROOM,04 TO 06,619252.3636,91,11,632.2031075
North-East Region,ANG MO KIO,ANG MO KIO ST 52,5 ROOM,04 TO 06,771769.2308,115.0769231,13,623.0595604
North-East Region,ANG MO KIO,ANG MO KIO ST 52,4 ROOM,07 TO 09,654181.8182,90.09090909,11,674.6023439
North-East Region,ANG MO KIO,ANG MO KIO ST 52,5 ROOM,07 TO 09,768866.6667,112.7333333,15,633.6202231
North-East Region,ANG MO KIO,ANG MO KIO ST 52,4 ROOM,10 TO 12,632857.1429,90.71428571,14,648.1273472
North-East Region,ANG MO KIO,ANG MO KIO ST 52,5 ROOM,10 TO 12,800464.7059,113.3529412,17,656.0542301
North-East Region,ANG MO KIO,ANG MO KIO ST 52,4 ROOM,13 TO 15,655909.0909,89.90909091,11,677.7513471
North-East Region,ANG MO KIO,ANG MO KIO ST 52,5 ROOM,13 TO 15,812751.5294,114.1764706,17,661.319802
North-East Region,ANG MO KIO,ANG MO KIO ST 52,4 ROOM,16 TO 18,662591.1429,90.14285714,14,682.8804075
North-East Region,ANG MO KIO,ANG MO KIO ST 52,5 ROOM,16 TO 18,829993,113.8125,16,677.5085997
North-East Region,ANG MO KIO,ANG MO KIO ST 52,4 ROOM,19 TO 21,665076.1905,89.80952381,21,687.9856067
North-East Region,ANG MO KIO,ANG MO KIO ST 52,5 ROOM,19 TO 21,838559.2,114,15,683.3752131
North-East Region,ANG MO KIO,ANG MO KIO ST 52,4 ROOM,21 TO 25,617500,91,2,630.4140958
North-East Region,ANG MO KIO,ANG MO KIO ST 52,5 ROOM,21 TO 25,785000,110,1,662.990518
North-East Region,ANG MO KIO,ANG MO KIO ST 52,4 ROOM,22 TO 24,694838.4,90.6,15,712.5017896
North-East Region,ANG MO KIO,ANG MO KIO ST 52,5 ROOM,22 TO 24,833318.4,113.6,15,681.4954892
North-East Region,ANG MO KIO,ANG MO KIO ST 52,4 ROOM,25 TO 27,695798.5,90.3125,16,715.757602
North-East Region,ANG MO KIO,ANG MO KIO ST 52,5 ROOM,25 TO 27,854990,113.1,20,702.3098766
North-East Region,ANG MO KIO,ANG MO KIO ST 52,4 ROOM,26 TO 30,595888,91,1,608.3501129
North-East Region,ANG MO KIO,ANG MO KIO ST 52,4 ROOM,28 TO 30,713444.3636,90.90909091,11,729.0933584
North-East Region,ANG MO KIO,ANG MO KIO ST 52,5 ROOM,28 TO 30,878230.7692,114.0769231,13,715.2225449
North-East Region,ANG MO KIO,ANG MO KIO ST 61,3 ROOM,04 TO 06,410000,67,1,568.5116905
North-East Region,ANG MO KIO,ANG MO KIO ST 61,3 ROOM,10 TO 12,416500,67,2,577.5246807
North-East Region,ANG MO KIO,ANG MO KIO ST 61,3 ROOM,19 TO 21,458888,67,1,636.3004698
East Region,BEDOK,BEDOK CTRL,3 ROOM,01 TO 03,435000,67.09090909,11,602.3597244
East Region,BEDOK,BEDOK CTRL,4 ROOM,01 TO 03,630896.5517,94.34482759,29,621.2557254
East Region,BEDOK,BEDOK CTRL,5 ROOM,01 TO 03,748222,112.75,4,616.5158817
East Region,BEDOK,BEDOK CTRL,5 ROOM,01 TO 05,645000,112,1,535.0224892
East Region,BEDOK,BEDOK CTRL,3 ROOM,04 TO 06,447823.5294,66.94117647,17,621.5039789
East Region,BEDOK,BEDOK CTRL,4 ROOM,04 TO 06,648465.25,94.34375,32,638.5632473
East Region,BEDOK,BEDOK CTRL,5 ROOM,04 TO 06,779200,112.6,10,642.8962595
East Region,BEDOK,BEDOK CTRL,3 ROOM,07 TO 09,464166.6667,66.66666667,12,646.838042
East Region,BEDOK,BEDOK CTRL,4 ROOM,07 TO 09,660147.619,93.38095238,21,656.7696992
East Region,BEDOK,BEDOK CTRL,5 ROOM,07 TO 09,788666.6667,112,3,654.1928731
East Region,BEDOK,BEDOK CTRL,3 ROOM,10 TO 12,484875,67.25,8,669.8350203
East Region,BEDOK,BEDOK CTRL,4 ROOM,10 TO 12,674482.08,93.52,25,670.0331084
East Region,BEDOK,BEDOK CTRL,5 ROOM,10 TO 12,821833.3333,112.5,6,678.6745682
East Region,BEDOK,BEDOK CTRL,3 ROOM,13 TO 15,501500,69,2,675.2307195
East Region,BEDOK,BEDOK CTRL,4 ROOM,13 TO 15,680415.0588,93.64705882,17,675.0098657
East Region,BEDOK,BEDOK CTRL,5 ROOM,13 TO 15,801500,112,4,664.8380234
East Region,BEDOK,BEDOK CTRL,3 ROOM,16 TO 18,494333.3333,67.44444444,9,680.9324958
East Region,BEDOK,BEDOK CTRL,4 ROOM,16 TO 18,708571.4286,92.28571429,7,713.3119572
East Region,BEDOK,BEDOK CTRL,5 ROOM,16 TO 18,800666.6667,112,3,664.1467799
East Region,BEDOK,BEDOK NTH AVE 1,3 ROOM,01 TO 03,301058.9388,68.71428571,49,407.0378875
East Region,BEDOK,BEDOK NTH AVE 1,4 ROOM,01 TO 03,395142.8571,92.42857143,7,397.1716496
East Region,BEDOK,BEDOK NTH AVE 1,5 ROOM,01 TO 03,522500,121,4,401.1726064
East Region,BEDOK,BEDOK NTH AVE 1,3 ROOM,01 TO 05,335960,70.2,5,444.6116171
East Region,BEDOK,BEDOK NTH AVE 1,5 ROOM,01 TO 05,487000,121,1,373.915903
East Region,BEDOK,BEDOK NTH AVE 1,3 ROOM,04 TO 06,306854.6301,69.09589041,73,412.5825052
East Region,BEDOK,BEDOK NTH AVE 1,4 ROOM,04 TO 06,407857.1429,93.14285714,7,406.807417
East Region,BEDOK,BEDOK NTH AVE 1,5 ROOM,04 TO 06,539333.3333,126,3,397.6647201
East Region,BEDOK,BEDOK NTH AVE 1,EXECUTIVE,04 TO 06,734944,162.5,2,420.1759871
East Region,BEDOK,BEDOK NTH AVE 1,3 ROOM,06 TO 10,334250,67.25,4,461.7527312
East Region,BEDOK,BEDOK NTH AVE 1,4 ROOM,06 TO 10,435000,92,1,439.2702338
East Region,BEDOK,BEDOK NTH AVE 1,3 ROOM,07 TO 09,322780.6377,69.84057971,69,429.3683076
East Region,BEDOK,BEDOK NTH AVE 1,4 ROOM,07 TO 09,414666.6667,92.08333333,12,418.3583479
East Region,BEDOK,BEDOK NTH AVE 1,5 ROOM,07 TO 09,533933.3333,121.5333333,15,408.1520392
East Region,BEDOK,BEDOK NTH AVE 1,3 ROOM,10 TO 12,324845.0909,68.98484849,66,437.4746969
East Region,BEDOK,BEDOK NTH AVE 1,4 ROOM,10 TO 12,410236,92,8,414.2631348
East Region,BEDOK,BEDOK NTH AVE 1,5 ROOM,10 TO 12,533141.1429,121.2857143,7,408.3785229
East Region,BEDOK,BEDOK NTH AVE 1,3 ROOM,11 TO 15,422000,82,1,478.1112295
East Region,BEDOK,BEDOK NTH AVE 2,3 ROOM,01 TO 03,333750,68.42857143,28,453.1209546
East Region,BEDOK,BEDOK NTH AVE 2,4 ROOM,01 TO 03,385045.4545,92,22,388.8253031
East Region,BEDOK,BEDOK NTH AVE 2,5 ROOM,01 TO 03,562114.2857,121.4285714,7,430.064983
East Region,BEDOK,BEDOK NTH AVE 2,3 ROOM,01 TO 05,353000,68,1,482.276542
East Region,BEDOK,BEDOK NTH AVE 2,4 ROOM,01 TO 05,432000,92,1,436.2407839
East Region,BEDOK,BEDOK NTH AVE 2,5 ROOM,01 TO 05,640000,119,1,499.6470852
East Region,BEDOK,BEDOK NTH AVE 2,2 ROOM,04 TO 06,246400,45,5,508.6962491
East Region,BEDOK,BEDOK NTH AVE 2,3 ROOM,04 TO 06,339763.5745,69.46808511,47,454.3827493
East Region,BEDOK,BEDOK NTH AVE 2,4 ROOM,04 TO 06,415888.8571,92,28,419.9714839
East Region,BEDOK,BEDOK NTH AVE 2,5 ROOM,04 TO 06,628918.4,120,15,486.9040651
East Region,BEDOK,BEDOK NTH AVE 2,3 ROOM,06 TO 10,358500,67,2,497.1010757
East Region,BEDOK,BEDOK NTH AVE 2,4 ROOM,06 TO 10,450000,92,1,454.4174832
East Region,BEDOK,BEDOK NTH AVE 2,5 ROOM,06 TO 10,607000,119,1,473.8840324
East Region,BEDOK,BEDOK NTH AVE 2,2 ROOM,07 TO 09,234625,45,8,484.3865968
East Region,BEDOK,BEDOK NTH AVE 2,3 ROOM,07 TO 09,355594.8293,70.14634146,41,470.9564594
East Region,BEDOK,BEDOK NTH AVE 2,4 ROOM,07 TO 09,423375.619,92,21,427.5317406
East Region,BEDOK,BEDOK NTH AVE 2,5 ROOM,07 TO 09,608600,119,5,475.1331501
East Region,BEDOK,BEDOK NTH AVE 2,3 ROOM,10 TO 12,370500,69.75,8,493.4854427
East Region,BEDOK,BEDOK NTH AVE 2,4 ROOM,10 TO 12,432371.5556,92,18,436.6159869
East Region,BEDOK,BEDOK NTH AVE 2,5 ROOM,10 TO 12,634400,119,5,495.2751732
East Region,BEDOK,BEDOK NTH AVE 2,5 ROOM,13 TO 15,627361,119.5,8,487.730548
East Region,BEDOK,BEDOK NTH AVE 2,5 ROOM,16 TO 18,646625,119,8,504.8192132
East Region,BEDOK,BEDOK NTH AVE 2,5 ROOM,16 TO 20,665000,119,1,519.1645495
East Region,BEDOK,BEDOK NTH AVE 2,5 ROOM,19 TO 21,656666.6667,119,6,512.6587281
East Region,BEDOK,BEDOK NTH AVE 2,5 ROOM,21 TO 25,650000,119,1,507.4540709
East Region,BEDOK,BEDOK NTH AVE 2,5 ROOM,22 TO 24,682837.5385,119,13,533.0902903
East Region,BEDOK,BEDOK NTH AVE 2,5 ROOM,25 TO 27,687500,119,2,536.7302673
East Region,BEDOK,BEDOK NTH AVE 3,3 ROOM,01 TO 03,295285.7143,69.14285714,7,396.7577883
East Region,BEDOK,BEDOK NTH AVE 3,4 ROOM,01 TO 03,410909.0909,92,22,414.9428332
East Region,BEDOK,BEDOK NTH AVE 3,5 ROOM,01 TO 03,526657.6,117.6,10,416.0556074
East Region,BEDOK,BEDOK NTH AVE 3,3 ROOM,01 TO 05,340000,67,1,471.4487189
East Region,BEDOK,BEDOK NTH AVE 3,4 ROOM,01 TO 05,420000,92,1,424.1229844
East Region,BEDOK,BEDOK NTH AVE 3,3 ROOM,04 TO 06,319458.8235,69.64705882,17,426.1303361
East Region,BEDOK,BEDOK NTH AVE 3,4 ROOM,04 TO 06,430586.2069,91.96551724,29,434.9761467
East Region,BEDOK,BEDOK NTH AVE 3,5 ROOM,04 TO 06,559533.3333,118.1333333,15,440.0315854
East Region,BEDOK,BEDOK NTH AVE 3,4 ROOM,06 TO 10,465000,92,1,469.5647327
East Region,BEDOK,BEDOK NTH AVE 3,5 ROOM,06 TO 10,520000,117,1,412.9027996
East Region,BEDOK,BEDOK NTH AVE 3,3 ROOM,07 TO 09,333606.7692,69.30769231,13,447.1814309
East Region,BEDOK,BEDOK NTH AVE 3,4 ROOM,07 TO 09,428880.3077,91.96153846,26,433.2716003
East Region,BEDOK,BEDOK NTH AVE 3,5 ROOM,07 TO 09,589437.5,117.6875,16,465.3050548
East Region,BEDOK,BEDOK NTH AVE 3,3 ROOM,10 TO 12,332092.5333,69,15,447.1367502
East Region,BEDOK,BEDOK NTH AVE 3,4 ROOM,10 TO 12,442435.52,91.88,25,447.3622615
East Region,BEDOK,BEDOK NTH AVE 3,5 ROOM,10 TO 12,589092.5333,117.8666667,15,464.3258497
East Region,BEDOK,BEDOK NTH AVE 3,3 ROOM,11 TO 15,355666.6667,67,3,493.1723364
East Region,BEDOK,BEDOK NTH AVE 3,4 ROOM,11 TO 15,465944,92,2,470.5179996
East Region,BEDOK,BEDOK NTH AVE 3,5 ROOM,11 TO 15,665000,118,1,523.564249
East Region,BEDOK,BEDOK NTH AVE 3,3 ROOM,13 TO 15,321000,67,3,445.1030552
East Region,BEDOK,BEDOK NTH AVE 3,4 ROOM,13 TO 15,412486,92,8,416.5352222
East Region,BEDOK,BEDOK NTH AVE 3,5 ROOM,13 TO 15,592916.6667,117.9166667,12,467.1418864
East Region,BEDOK,BEDOK NTH AVE 3,4 ROOM,16 TO 18,447166.6667,92,3,451.5563361
East Region,BEDOK,BEDOK NTH AVE 3,5 ROOM,16 TO 18,614142.8571,118.5714286,7,481.1934403
East Region,BEDOK,BEDOK NTH AVE 3,5 ROOM,16 TO 20,627500,118.5,2,491.9553925
East Region,BEDOK,BEDOK NTH AVE 3,5 ROOM,19 TO 21,645916.6667,118.6666667,12,505.6826966
East Region,BEDOK,BEDOK NTH AVE 3,5 ROOM,21 TO 25,620000,119,1,484.0331138
East Region,BEDOK,BEDOK NTH AVE 3,5 ROOM,22 TO 24,635574,118.6666667,12,497.5855103
East Region,BEDOK,BEDOK NTH AVE 3,5 ROOM,25 TO 27,647937.6,118.4,5,508.4073566
East Region,BEDOK,BEDOK NTH AVE 4,2 ROOM,01 TO 03,262333.3333,45,3,541.5908388
East Region,BEDOK,BEDOK NTH AVE 4,3 ROOM,01 TO 03,299764.7059,70.02941177,34,397.6769005
East Region,BEDOK,BEDOK NTH AVE 4,4 ROOM,01 TO 03,404071.4286,91.85714286,14,408.6726329
East Region,BEDOK,BEDOK NTH AVE 4,5 ROOM,01 TO 03,537625,125.25,8,398.7788041
East Region,BEDOK,BEDOK NTH AVE 4,EXECUTIVE,01 TO 03,673333.3333,141,3,443.6508804
East Region,BEDOK,BEDOK NTH AVE 4,3 ROOM,01 TO 05,336666.6667,72,3,434.4081537
East Region,BEDOK,BEDOK NTH AVE 4,5 ROOM,01 TO 05,540000,125,1,401.3415212
East Region,BEDOK,BEDOK NTH AVE 4,2 ROOM,04 TO 06,220142.8571,45,7,454.4880101
East Region,BEDOK,BEDOK NTH AVE 4,3 ROOM,04 TO 06,318962.5143,71.14285714,35,416.5227135
East Region,BEDOK,BEDOK NTH AVE 4,4 ROOM,04 TO 06,409282.3333,92,12,413.3001063
East Region,BEDOK,BEDOK NTH AVE 4,5 ROOM,04 TO 06,540000,123.8333333,12,405.1226661
East Region,BEDOK,BEDOK NTH AVE 4,EXECUTIVE,04 TO 06,730000,142.3333333,3,476.4820948
East Region,BEDOK,BEDOK NTH AVE 4,3 ROOM,06 TO 10,365750,74.25,4,457.6339362
East Region,BEDOK,BEDOK NTH AVE 4,4 ROOM,06 TO 10,431500,91.5,2,438.116946
East Region,BEDOK,BEDOK NTH AVE 4,5 ROOM,06 TO 10,580000,123,1,438.0797996
East Region,BEDOK,BEDOK NTH AVE 4,2 ROOM,07 TO 09,233875,45,8,482.8382113
East Region,BEDOK,BEDOK NTH AVE 4,3 ROOM,07 TO 09,314666.6667,70.19444444,36,416.4648419
East Region,BEDOK,BEDOK NTH AVE 4,4 ROOM,07 TO 09,424882.3529,92.29411765,17,427.685983
East Region,BEDOK,BEDOK NTH AVE 4,5 ROOM,07 TO 09,528400,124.0666667,15,395.6744802
East Region,BEDOK,BEDOK NTH AVE 4,EXECUTIVE,07 TO 09,752500,142.6666667,6,490.0205976
East Region,BEDOK,BEDOK NTH AVE 4,2 ROOM,10 TO 12,215000,45,2,443.8705096
East Region,BEDOK,BEDOK NTH AVE 4,3 ROOM,10 TO 12,317470.1429,69.64285714,28,423.5031579
East Region,BEDOK,BEDOK NTH AVE 4,4 ROOM,10 TO 12,427309.4,92,20,431.504138
East Region,BEDOK,BEDOK NTH AVE 4,5 ROOM,10 TO 12,573777.7778,124.1111111,9,429.5002353
East Region,BEDOK,BEDOK NTH AVE 4,EXECUTIVE,10 TO 12,757875,145.875,8,482.6663896
East Region,BEDOK,BEDOK NTH AVE 4,2 ROOM,11 TO 15,260000,45,1,536.7736395
East Region,BEDOK,BEDOK NTH AVE 4,3 ROOM,11 TO 15,383750,74.5,2,478.5446457
East Region,BEDOK,BEDOK NTH AVE 4,2 ROOM,13 TO 15,231000,45,2,476.9027335
East Region,BEDOK,BEDOK NTH AVE 4,3 ROOM,13 TO 15,330800,71.86666667,15,427.6301768
East Region,BEDOK,BEDOK NTH AVE 4,4 ROOM,13 TO 15,426600,92.1,10,430.3200349
East Region,BEDOK,BEDOK NTH AVE 4,5 ROOM,13 TO 15,586571.4286,125.7857143,14,433.2314042
East Region,BEDOK,BEDOK NTH AVE 4,EXECUTIVE,13 TO 15,765333.3333,142.3333333,3,499.5446985
East Region,BEDOK,BEDOK NTH AVE 4,5 ROOM,16 TO 18,593700,125.2,5,440.5478293
East Region,BEDOK,BEDOK NTH AVE 4,5 ROOM,16 TO 20,612500,123,2,462.6273745
East Region,BEDOK,BEDOK NTH AVE 4,5 ROOM,19 TO 21,581666.6667,123.6666667,3,436.9702471
East Region,BEDOK,BEDOK NTH AVE 4,5 ROOM,21 TO 25,591800,123,1,446.9924575
East Region,BEDOK,BEDOK NTH AVE 4,5 ROOM,22 TO 24,640722,123,4,483.9437333
East Region,BEDOK,BEDOK NTH AVE 4,5 ROOM,25 TO 27,670000,123,1,506.0576995
East Region,BEDOK,BEDOK NTH RD,3 ROOM,01 TO 03,291536.4301,66.02150538,93,410.2397648
East Region,BEDOK,BEDOK NTH RD,4 ROOM,01 TO 03,420197.8152,91.48913044,92,426.692133
East Region,BEDOK,BEDOK NTH RD,5 ROOM,01 TO 03,504562.5,114.375,16,409.8398731
