Planning Region,town,street_name,Flat_Type,Storey_Level,Resale Price,Area (SQM),Sales,Area Unit (PSF)
North Region,WOODLANDS,WOODLANDS DR 75,4 ROOM,16 TO 18,392229,90,16,404.8811304
North Region,WOODLANDS,WOODLANDS DR 75,5 ROOM,16 TO 18,429125,110.0833333,12,362.1534197
North Region,WOODLANDS,WOODLANDS DR 75,5 ROOM,16 TO 20,491000,110,1,414.6857889
North Region,WOODLANDS,WOODLANDS RING RD,4 ROOM,01 TO 03,351433.9341,97.43956044,91,335.0724519
North Region,WOODLANDS,WOODLANDS RING RD,5 ROOM,01 TO 03,412867.1304,121.2826087,46,316.2584402
North Region,WOODLANDS,WOODLANDS RING RD,EXECUTIVE,01 TO 03,561269.2308,142.3653846,52,366.2664797
North Region,WOODLANDS,WOODLANDS RING RD,4 ROOM,01 TO 05,395363.6364,98.36363636,11,373.4156303
North Region,WOODLANDS,WOODLANDS RING RD,5 ROOM,01 TO 05,440000,120,1,340.6448097
North Region,WOODLANDS,WOODLANDS RING RD,EXECUTIVE,01 TO 05,560285.7143,142.2857143,7,365.8293931
North Region,WOODLANDS,WOODLANDS RING RD,4 ROOM,04 TO 06,359421.7019,98.17307692,104,340.1278855
North Region,WOODLANDS,WOODLANDS RING RD,5 ROOM,04 TO 06,424464.55,121.5875,80,324.3268036
North Region,WOODLANDS,WOODLANDS RING RD,EXECUTIVE,04 TO 06,572062.9091,142.5681818,44,372.7790737
North Region,WOODLANDS,WOODLANDS RING RD,4 ROOM,06 TO 10,406000,93.75,4,402.3324879
North Region,WOODLANDS,WOODLANDS RING RD,5 ROOM,06 TO 10,442666.6667,122,3,337.091138
North Region,WOODLANDS,WOODLANDS RING RD,EXECUTIVE,06 TO 10,568083.3333,142.6666667,6,369.9302784
North Region,WOODLANDS,WOODLANDS RING RD,4 ROOM,07 TO 09,366278.2128,96.76595745,94,351.6566495
North Region,WOODLANDS,WOODLANDS RING RD,5 ROOM,07 TO 09,428472.0727,121.5454545,55,327.5021413
North Region,WOODLANDS,WOODLANDS RING RD,EXECUTIVE,07 TO 09,578740.7407,142.1481481,54,378.2449995
North Region,WOODLANDS,WOODLANDS RING RD,4 ROOM,10 TO 12,377542.6602,97.22330097,103,360.7663436
North Region,WOODLANDS,WOODLANDS RING RD,5 ROOM,10 TO 12,442126.0147,121.4666667,60,338.157716
North Region,WOODLANDS,WOODLANDS RING RD,EXECUTIVE,10 TO 12,598787.2,141.975,40,391.8239481
North Region,WOODLANDS,WOODLANDS RING RD,4 ROOM,11 TO 15,402962.6667,97.33333333,3,384.6215031
North Region,WOODLANDS,WOODLANDS RING RD,5 ROOM,11 TO 15,460462.6667,121.6666667,3,351.6034762
North Region,WOODLANDS,WOODLANDS RING RD,4 ROOM,13 TO 15,384857.1429,101,7,354.0042885
North Region,WOODLANDS,WOODLANDS RING RD,5 ROOM,13 TO 15,420961,121.625,8,321.5506226
North Region,WOODLANDS,WOODLANDS ST 11,4 ROOM,01 TO 03,347257.3333,92.75,12,347.8306539
North Region,WOODLANDS,WOODLANDS ST 11,5 ROOM,01 TO 03,426610,127.4,5,311.0942249
North Region,WOODLANDS,WOODLANDS ST 11,EXECUTIVE,01 TO 03,645000,174,1,344.3822919
North Region,WOODLANDS,WOODLANDS ST 11,4 ROOM,01 TO 05,365000,91,1,372.6334331
North Region,WOODLANDS,WOODLANDS ST 11,5 ROOM,01 TO 05,450000,130.3333333,3,320.7652823
North Region,WOODLANDS,WOODLANDS ST 11,4 ROOM,04 TO 06,363500,91.2,10,370.2882426
North Region,WOODLANDS,WOODLANDS ST 11,5 ROOM,04 TO 06,447185.0667,129,15,322.053429
North Region,WOODLANDS,WOODLANDS ST 11,4 ROOM,06 TO 10,379600,92,5,383.3263925
North Region,WOODLANDS,WOODLANDS ST 11,5 ROOM,06 TO 10,420000,121,1,322.4736741
North Region,WOODLANDS,WOODLANDS ST 11,4 ROOM,07 TO 09,341833.3333,91.66666667,6,346.4442172
North Region,WOODLANDS,WOODLANDS ST 11,5 ROOM,07 TO 09,482750,133,8,337.2104208
North Region,WOODLANDS,WOODLANDS ST 11,4 ROOM,10 TO 12,338000,93,3,337.6479345
North Region,WOODLANDS,WOODLANDS ST 11,5 ROOM,10 TO 12,477000,131.25,8,337.6365178
North Region,WOODLANDS,WOODLANDS ST 11,EXECUTIVE,10 TO 12,728000,184,1,367.5732531
North Region,WOODLANDS,WOODLANDS ST 11,5 ROOM,11 TO 15,445000,123,1,336.1129497
North Region,WOODLANDS,WOODLANDS ST 13,3 ROOM,01 TO 03,299754.0339,70.71186441,59,393.8248296
North Region,WOODLANDS,WOODLANDS ST 13,4 ROOM,01 TO 03,339663.45,94.675,80,333.30655
North Region,WOODLANDS,WOODLANDS ST 13,5 ROOM,01 TO 03,430789.4737,127.7368421,19,313.3136046
North Region,WOODLANDS,WOODLANDS ST 13,EXECUTIVE,01 TO 03,675861,179.75,8,349.3162853
North Region,WOODLANDS,WOODLANDS ST 13,3 ROOM,01 TO 05,323250,69.5,8,432.0998092
North Region,WOODLANDS,WOODLANDS ST 13,4 ROOM,01 TO 05,368333.3333,95.66666667,9,357.6932354
North Region,WOODLANDS,WOODLANDS ST 13,5 ROOM,01 TO 05,420000,134,1,291.1889146
North Region,WOODLANDS,WOODLANDS ST 13,EXECUTIVE,01 TO 05,600000,161,1,346.2228444
North Region,WOODLANDS,WOODLANDS ST 13,3 ROOM,04 TO 06,299917.0864,70.2345679,81,396.7168429
North Region,WOODLANDS,WOODLANDS ST 13,4 ROOM,04 TO 06,345713.7021,93.79787234,94,342.4159224
North Region,WOODLANDS,WOODLANDS ST 13,5 ROOM,04 TO 06,420852.9412,126.1176471,17,310.0165312
North Region,WOODLANDS,WOODLANDS ST 13,EXECUTIVE,04 TO 06,692555.5556,174,9,369.7734411
North Region,WOODLANDS,WOODLANDS ST 13,3 ROOM,06 TO 10,335272.7273,70.18181818,11,443.8170247
North Region,WOODLANDS,WOODLANDS ST 13,4 ROOM,06 TO 10,378080,92.5,10,379.7277336
North Region,WOODLANDS,WOODLANDS ST 13,3 ROOM,07 TO 09,301408.4138,70.37931035,58,397.8695569
North Region,WOODLANDS,WOODLANDS ST 13,4 ROOM,07 TO 09,354177.8734,94.97468354,79,346.452673
North Region,WOODLANDS,WOODLANDS ST 13,5 ROOM,07 TO 09,446038.1667,127.4444444,18,325.1482787
North Region,WOODLANDS,WOODLANDS ST 13,EXECUTIVE,07 TO 09,671750,167.5,4,372.5831493
North Region,WOODLANDS,WOODLANDS ST 13,3 ROOM,10 TO 12,309915.3684,70.70175439,57,407.2332855
North Region,WOODLANDS,WOODLANDS ST 13,4 ROOM,10 TO 12,363622.1935,95.19354839,62,354.8732079
North Region,WOODLANDS,WOODLANDS ST 13,5 ROOM,10 TO 12,448288.8,127.7,10,326.1349461
North Region,WOODLANDS,WOODLANDS ST 13,EXECUTIVE,10 TO 12,699444,167.5,2,387.9435032
North Region,WOODLANDS,WOODLANDS ST 13,3 ROOM,11 TO 15,350500,73,2,446.0622881
North Region,WOODLANDS,WOODLANDS ST 13,4 ROOM,11 TO 15,386200,95.4,5,376.0921255
North Region,WOODLANDS,WOODLANDS ST 13,4 ROOM,13 TO 15,367118,92.5,16,368.7179594
North Region,WOODLANDS,WOODLANDS ST 13,5 ROOM,13 TO 15,402750,122.25,4,306.0673666
North Region,WOODLANDS,WOODLANDS ST 31,3 ROOM,01 TO 03,307693.5484,74.35483871,31,384.4496766
North Region,WOODLANDS,WOODLANDS ST 31,4 ROOM,01 TO 03,372312.5,100.6875,16,343.5282091
North Region,WOODLANDS,WOODLANDS ST 31,5 ROOM,01 TO 03,436777.6,130.4,5,311.1810285
North Region,WOODLANDS,WOODLANDS ST 31,EXECUTIVE,01 TO 03,622535.7143,162.9285714,14,354.9746728
North Region,WOODLANDS,WOODLANDS ST 31,3 ROOM,01 TO 05,339000,73,2,431.4268635
North Region,WOODLANDS,WOODLANDS ST 31,4 ROOM,01 TO 05,393000,96,2,380.3221881
North Region,WOODLANDS,WOODLANDS ST 31,5 ROOM,01 TO 05,445000,132,1,313.1961576
North Region,WOODLANDS,WOODLANDS ST 31,EXECUTIVE,01 TO 05,542000,163,1,308.9171559
North Region,WOODLANDS,WOODLANDS ST 31,3 ROOM,04 TO 06,305201.1515,74.81818182,33,378.9739544
North Region,WOODLANDS,WOODLANDS ST 31,4 ROOM,04 TO 06,354756.5714,99.71428571,21,330.5243136
North Region,WOODLANDS,WOODLANDS ST 31,5 ROOM,04 TO 06,461500,132,4,324.8090489
North Region,WOODLANDS,WOODLANDS ST 31,EXECUTIVE,04 TO 06,624841.1429,162.4285714,7,357.3860027
North Region,WOODLANDS,WOODLANDS ST 31,3 ROOM,06 TO 10,344250,73,4,438.108253
North Region,WOODLANDS,WOODLANDS ST 31,4 ROOM,06 TO 10,425000,105.25,4,375.1432799
North Region,WOODLANDS,WOODLANDS ST 31,3 ROOM,07 TO 09,308935.7576,73.90909091,33,388.3297503
North Region,WOODLANDS,WOODLANDS ST 31,4 ROOM,07 TO 09,386666.6667,103.4444444,9,347.2641161
North Region,WOODLANDS,WOODLANDS ST 31,5 ROOM,07 TO 09,484000,126,1,356.8659911
North Region,WOODLANDS,WOODLANDS ST 31,3 ROOM,10 TO 12,309128.3333,73.66666667,30,389.850539
North Region,WOODLANDS,WOODLANDS ST 31,4 ROOM,10 TO 12,395993,105.5,16,348.7107974
North Region,WOODLANDS,WOODLANDS ST 31,5 ROOM,10 TO 12,465000,130,1,332.3073493
North Region,WOODLANDS,WOODLANDS ST 31,3 ROOM,11 TO 15,350333.3333,76.33333333,3,426.3807403
North Region,WOODLANDS,WOODLANDS ST 31,4 ROOM,11 TO 15,425000,103,1,383.3381574
North Region,WOODLANDS,WOODLANDS ST 32,3 ROOM,01 TO 03,263000,75,1,325.7803089
North Region,WOODLANDS,WOODLANDS ST 32,4 ROOM,01 TO 03,341451.6129,87.90322581,31,360.8732587
North Region,WOODLANDS,WOODLANDS ST 32,5 ROOM,01 TO 03,396000,122,3,301.5544217
North Region,WOODLANDS,WOODLANDS ST 32,EXECUTIVE,01 TO 03,589250,154.8888889,18,353.4350959
North Region,WOODLANDS,WOODLANDS ST 32,4 ROOM,01 TO 05,355333.3333,85.33333333,3,386.8544394
North Region,WOODLANDS,WOODLANDS ST 32,5 ROOM,01 TO 05,425000,132,1,299.1199258
North Region,WOODLANDS,WOODLANDS ST 32,EXECUTIVE,01 TO 05,592333.3333,160.3333333,3,343.220087
North Region,WOODLANDS,WOODLANDS ST 32,4 ROOM,04 TO 06,338642.8571,90.46428571,28,347.7723955
North Region,WOODLANDS,WOODLANDS ST 32,5 ROOM,04 TO 06,417277.7778,127.5555556,9,303.9178609
North Region,WOODLANDS,WOODLANDS ST 32,EXECUTIVE,04 TO 06,628083.3333,165.4166667,12,352.7510781
North Region,WOODLANDS,WOODLANDS ST 32,4 ROOM,06 TO 10,373666.6667,92,3,377.3348139
North Region,WOODLANDS,WOODLANDS ST 32,EXECUTIVE,06 TO 10,630000,174,1,336.3734014
North Region,WOODLANDS,WOODLANDS ST 32,4 ROOM,07 TO 09,355473.6842,91.73684211,19,359.9929658
North Region,WOODLANDS,WOODLANDS ST 32,5 ROOM,07 TO 09,446074,125.75,12,329.55603
North Region,WOODLANDS,WOODLANDS ST 32,EXECUTIVE,07 TO 09,640574,163.6666667,12,363.6130114
North Region,WOODLANDS,WOODLANDS ST 32,4 ROOM,10 TO 12,357083.3333,92.41666667,12,358.9629501
North Region,WOODLANDS,WOODLANDS ST 32,5 ROOM,10 TO 12,455000,127,4,332.8419221
North Region,WOODLANDS,WOODLANDS ST 32,EXECUTIVE,10 TO 12,642480,162.5,10,367.3132486
North Region,WOODLANDS,WOODLANDS ST 32,4 ROOM,13 TO 15,315000,84,1,348.3867371
North Region,WOODLANDS,WOODLANDS ST 32,5 ROOM,13 TO 15,425000,122,1,323.6379525
North Region,WOODLANDS,WOODLANDS ST 32,EXECUTIVE,13 TO 15,656666.6667,166,3,367.5083653
North Region,WOODLANDS,WOODLANDS ST 41,3 ROOM,01 TO 03,288134.8571,68,14,393.6563245
North Region,WOODLANDS,WOODLANDS ST 41,4 ROOM,01 TO 03,340951.8333,95.35416667,48,332.187817
North Region,WOODLANDS,WOODLANDS ST 41,5 ROOM,01 TO 03,409789.4737,126.8421053,19,300.1426429
North Region,WOODLANDS,WOODLANDS ST 41,EXECUTIVE,01 TO 03,655222.2222,175.7777778,9,346.3019956
North Region,WOODLANDS,WOODLANDS ST 41,3 ROOM,01 TO 05,316000,68,2,431.7263096
North Region,WOODLANDS,WOODLANDS ST 41,4 ROOM,01 TO 05,385142.8571,103.8571429,7,344.521098
North Region,WOODLANDS,WOODLANDS ST 41,5 ROOM,01 TO 05,448000,128,1,325.1609547
North Region,WOODLANDS,WOODLANDS ST 41,EXECUTIVE,01 TO 05,630000,173,1,338.3177563
North Region,WOODLANDS,WOODLANDS ST 41,4 ROOM,04 TO 06,346920.3582,97.91044776,67,329.178222
North Region,WOODLANDS,WOODLANDS ST 41,5 ROOM,04 TO 06,440295.8667,126.5333333,30,323.2734254
North Region,WOODLANDS,WOODLANDS ST 41,EXECUTIVE,04 TO 06,678527.7778,175.3888889,18,359.4147536
North Region,WOODLANDS,WOODLANDS ST 41,4 ROOM,06 TO 10,386500,94.5,4,379.9688858
North Region,WOODLANDS,WOODLANDS ST 41,5 ROOM,06 TO 10,456800,123.6,5,343.3507261
North Region,WOODLANDS,WOODLANDS ST 41,EXECUTIVE,06 TO 10,650000,177,2,341.1696861
North Region,WOODLANDS,WOODLANDS ST 41,4 ROOM,07 TO 09,353546.9296,97.97183099,71,335.2557158
North Region,WOODLANDS,WOODLANDS ST 41,5 ROOM,07 TO 09,440822.1333,126.7,30,323.2340641
North Region,WOODLANDS,WOODLANDS ST 41,EXECUTIVE,07 TO 09,726821.4286,177.0357143,28,381.4144839
North Region,WOODLANDS,WOODLANDS ST 41,4 ROOM,10 TO 12,352761.7049,95.96721312,61,341.4985747
North Region,WOODLANDS,WOODLANDS ST 41,5 ROOM,10 TO 12,450756.2667,129.2,30,324.1228173
North Region,WOODLANDS,WOODLANDS ST 41,EXECUTIVE,10 TO 12,715000,175.8666667,15,377.7051055
North Region,WOODLANDS,WOODLANDS ST 41,4 ROOM,11 TO 15,390000,99,2,365.9820269
North Region,WOODLANDS,WOODLANDS ST 41,5 ROOM,11 TO 15,472500,127,2,345.6435345
North Region,WOODLANDS,WOODLANDS ST 41,EXECUTIVE,11 TO 15,685000,179,1,355.5231508
North Region,WOODLANDS,WOODLANDS ST 41,4 ROOM,13 TO 15,384100,106.5,10,335.0618986
North Region,WOODLANDS,WOODLANDS ST 41,5 ROOM,13 TO 15,440666.6667,125.3333333,3,326.6434514
North Region,WOODLANDS,WOODLANDS ST 81,3 ROOM,01 TO 03,317677.6,73,5,404.2910047
North Region,WOODLANDS,WOODLANDS ST 81,4 ROOM,01 TO 03,334863.6364,94.90909091,22,327.786091
North Region,WOODLANDS,WOODLANDS ST 81,5 ROOM,01 TO 03,430084.8571,127.0714286,14,314.4391293
North Region,WOODLANDS,WOODLANDS ST 81,EXECUTIVE,01 TO 03,597333.3333,159.1333333,15,348.7272911
North Region,WOODLANDS,WOODLANDS ST 81,4 ROOM,01 TO 05,360000,84,1,398.156271
North Region,WOODLANDS,WOODLANDS ST 81,5 ROOM,01 TO 05,442500,128.5,2,319.9193384
North Region,WOODLANDS,WOODLANDS ST 81,4 ROOM,04 TO 06,353722.8235,96.02941177,34,342.2072136
North Region,WOODLANDS,WOODLANDS ST 81,5 ROOM,04 TO 06,441785.7143,125.4285714,14,327.224293
North Region,WOODLANDS,WOODLANDS ST 81,EXECUTIVE,04 TO 06,649171.4286,163.0714286,28,369.8382855
North Region,WOODLANDS,WOODLANDS ST 81,4 ROOM,06 TO 10,401250,102.5,4,363.6817646
North Region,WOODLANDS,WOODLANDS ST 81,4 ROOM,07 TO 09,366129.6296,95,27,358.0483005
North Region,WOODLANDS,WOODLANDS ST 81,5 ROOM,07 TO 09,440499.9,125.2,10,326.8675674
North Region,WOODLANDS,WOODLANDS ST 81,EXECUTIVE,07 TO 09,726333.3333,177.5555556,18,380.0424031
North Region,WOODLANDS,WOODLANDS ST 81,4 ROOM,10 TO 12,405709.0909,108.1818182,11,348.4101581
North Region,WOODLANDS,WOODLANDS ST 81,5 ROOM,10 TO 12,453209.7778,130.7777778,9,321.9553626
North Region,WOODLANDS,WOODLANDS ST 81,EXECUTIVE,10 TO 12,693049.3333,169,18,380.9849245
North Region,WOODLANDS,WOODLANDS ST 81,4 ROOM,11 TO 15,440000,115,1,355.4554536
North Region,WOODLANDS,WOODLANDS ST 82,3 ROOM,01 TO 03,304545.4545,69,11,410.0467526
North Region,WOODLANDS,WOODLANDS ST 82,4 ROOM,01 TO 03,348669.8113,98.94339623,53,327.3843229
North Region,WOODLANDS,WOODLANDS ST 82,5 ROOM,01 TO 03,415928.5714,126.8571429,21,304.6029986
North Region,WOODLANDS,WOODLANDS ST 82,EXECUTIVE,01 TO 03,588000,157.2413793,29,347.4088095
North Region,WOODLANDS,WOODLANDS ST 82,3 ROOM,01 TO 05,319500,69,2,430.1818841
North Region,WOODLANDS,WOODLANDS ST 82,4 ROOM,01 TO 05,394000,98.25,4,372.5580986
North Region,WOODLANDS,WOODLANDS ST 82,EXECUTIVE,01 TO 05,639166.6667,168.3333333,3,352.7559438
North Region,WOODLANDS,WOODLANDS ST 82,4 ROOM,04 TO 06,361607.3846,97.30769231,39,345.2394876
North Region,WOODLANDS,WOODLANDS ST 82,5 ROOM,04 TO 06,422600,125.3888889,18,313.112773
North Region,WOODLANDS,WOODLANDS ST 82,EXECUTIVE,04 TO 06,681532.2258,174.2258065,31,363.4161793
North Region,WOODLANDS,WOODLANDS ST 82,4 ROOM,06 TO 10,357000,84,1,394.8383021
North Region,WOODLANDS,WOODLANDS ST 82,EXECUTIVE,06 TO 10,672666.6667,178,3,351.0833636
North Region,WOODLANDS,WOODLANDS ST 82,4 ROOM,07 TO 09,366172.4138,99.55172414,29,341.7174702
North Region,WOODLANDS,WOODLANDS ST 82,5 ROOM,07 TO 09,450799.0769,125.5384615,13,333.6080807
North Region,WOODLANDS,WOODLANDS ST 82,EXECUTIVE,07 TO 09,715095.2381,177.6190476,21,374.0284991
North Region,WOODLANDS,WOODLANDS ST 82,4 ROOM,10 TO 12,354399.4894,96.53191489,47,341.0770607
North Region,WOODLANDS,WOODLANDS ST 82,5 ROOM,10 TO 12,428914.4615,124.2307692,26,320.7538373
North Region,WOODLANDS,WOODLANDS ST 82,EXECUTIVE,10 TO 12,714164.7059,174.4117647,17,380.4109004
North Region,WOODLANDS,WOODLANDS ST 82,4 ROOM,11 TO 15,377000,89.25,4,392.4311482
North Region,WOODLANDS,WOODLANDS ST 82,5 ROOM,11 TO 15,470000,125,2,349.3157684
North Region,WOODLANDS,WOODLANDS ST 82,EXECUTIVE,11 TO 15,673000,161,1,388.3466238
North Region,WOODLANDS,WOODLANDS ST 83,3 ROOM,01 TO 03,316928.5714,73,14,403.3377567
North Region,WOODLANDS,WOODLANDS ST 83,4 ROOM,01 TO 03,342948.2759,92.24137931,29,345.4086275
North Region,WOODLANDS,WOODLANDS ST 83,5 ROOM,01 TO 03,420786.56,125.4,25,311.7415347
North Region,WOODLANDS,WOODLANDS ST 83,EXECUTIVE,01 TO 03,535076.9231,148.6923077,26,334.3166951
North Region,WOODLANDS,WOODLANDS ST 83,3 ROOM,01 TO 05,346000,73,1,440.3353828
North Region,WOODLANDS,WOODLANDS ST 83,4 ROOM,01 TO 05,368000,93.6,5,365.2601689
North Region,WOODLANDS,WOODLANDS ST 83,5 ROOM,01 TO 05,455000,127.3333333,3,331.9706082
North Region,WOODLANDS,WOODLANDS ST 83,EXECUTIVE,01 TO 05,530000,150,1,328.2577257
North Region,WOODLANDS,WOODLANDS ST 83,4 ROOM,04 TO 06,356496.3871,94.70967742,31,349.6963675
North Region,WOODLANDS,WOODLANDS ST 83,5 ROOM,04 TO 06,450152,125.7368421,19,332.603627
North Region,WOODLANDS,WOODLANDS ST 83,EXECUTIVE,04 TO 06,606806.4516,160.2903226,31,351.7006997
North Region,WOODLANDS,WOODLANDS ST 83,4 ROOM,06 TO 10,400436,97.2,5,382.734133
North Region,WOODLANDS,WOODLANDS ST 83,5 ROOM,06 TO 10,470000,126,1,346.5434211
North Region,WOODLANDS,WOODLANDS ST 83,4 ROOM,07 TO 09,366267,93.53571429,28,363.7899271
North Region,WOODLANDS,WOODLANDS ST 83,5 ROOM,07 TO 09,443692.3077,125.8205128,39,327.6127491
North Region,WOODLANDS,WOODLANDS ST 83,EXECUTIVE,07 TO 09,629995.9643,161.7142857,28,361.9259526
North Region,WOODLANDS,WOODLANDS ST 83,4 ROOM,10 TO 12,359800,95.06666667,30,351.6116354
North Region,WOODLANDS,WOODLANDS ST 83,5 ROOM,10 TO 12,454798.5,124.9375,16,338.1867264
North Region,WOODLANDS,WOODLANDS ST 83,EXECUTIVE,10 TO 12,693305.2632,170.8421053,19,377.0161274
North Region,WOODLANDS,WOODLANDS ST 83,EXECUTIVE,11 TO 15,550000,145.5,2,351.1802161
North Region,YISHUN,YISHUN AVE 1,4 ROOM,01 TO 03,361486,92,8,365.0345741
North Region,YISHUN,YISHUN AVE 1,5 ROOM,01 TO 03,415000,112,1,344.239276
North Region,YISHUN,YISHUN AVE 1,3 ROOM,04 TO 06,310000,67,1,429.8503026
North Region,YISHUN,YISHUN AVE 1,4 ROOM,04 TO 06,370736,92,8,374.3753779
North Region,YISHUN,YISHUN AVE 1,5 ROOM,04 TO 06,460727.2727,112,11,382.1696935
North Region,YISHUN,YISHUN AVE 1,4 ROOM,07 TO 09,388333.3333,92,9,392.1454578
North Region,YISHUN,YISHUN AVE 1,5 ROOM,07 TO 09,484777.7778,112,9,402.1194006
North Region,YISHUN,YISHUN AVE 1,3 ROOM,10 TO 12,320000,67,1,443.7164413
North Region,YISHUN,YISHUN AVE 1,4 ROOM,10 TO 12,393080.7273,92,11,396.9394551
North Region,YISHUN,YISHUN AVE 1,5 ROOM,10 TO 12,495432,112,9,410.9569951
North Region,YISHUN,YISHUN AVE 1,4 ROOM,13 TO 15,390977.6,92,5,394.8156822
North Region,YISHUN,YISHUN AVE 1,5 ROOM,13 TO 15,485000,112,2,402.3037322
North Region,YISHUN,YISHUN AVE 11,2 ROOM,01 TO 03,212242.8571,43,7,458.5587379
North Region,YISHUN,YISHUN AVE 11,3 ROOM,01 TO 03,293571.4286,69,14,395.2710807
North Region,YISHUN,YISHUN AVE 11,4 ROOM,01 TO 03,350093.2584,94.30337079,89,344.894983
North Region,YISHUN,YISHUN AVE 11,5 ROOM,01 TO 03,436562.5,118.875,16,341.1821043
North Region,YISHUN,YISHUN AVE 11,EXECUTIVE,01 TO 03,521907.3333,146.5,12,330.9680873
North Region,YISHUN,YISHUN AVE 11,4 ROOM,01 TO 05,351777.7778,94.88888889,9,344.416053
North Region,YISHUN,YISHUN AVE 11,2 ROOM,04 TO 06,225750,44.875,16,467.3622635
North Region,YISHUN,YISHUN AVE 11,3 ROOM,04 TO 06,308340,68.75,20,416.6654702
North Region,YISHUN,YISHUN AVE 11,4 ROOM,04 TO 06,373032.3881,94.37313433,134,367.2218439
North Region,YISHUN,YISHUN AVE 11,5 ROOM,04 TO 06,478676.7273,119.5909091,22,371.8557415
North Region,YISHUN,YISHUN AVE 11,EXECUTIVE,04 TO 06,581000,146,5,369.7035512
North Region,YISHUN,YISHUN AVE 11,4 ROOM,06 TO 10,347600,88,5,366.9673631
North Region,YISHUN,YISHUN AVE 11,2 ROOM,07 TO 09,224717.0909,46.72727273,11,446.7823579
North Region,YISHUN,YISHUN AVE 11,3 ROOM,07 TO 09,324612,68.52173913,23,440.1153734
North Region,YISHUN,YISHUN AVE 11,4 ROOM,07 TO 09,390853.1439,94.57575758,132,383.9406772
North Region,YISHUN,YISHUN AVE 11,5 ROOM,07 TO 09,502966,118.5277778,36,394.229239
North Region,YISHUN,YISHUN AVE 11,2 ROOM,10 TO 12,226812.5,44.1875,16,476.8676923
North Region,YISHUN,YISHUN AVE 11,3 ROOM,10 TO 12,326238.0952,69.33333333,21,437.1424059
North Region,YISHUN,YISHUN AVE 11,4 ROOM,10 TO 12,413226.8732,94.09859155,142,407.9770935
North Region,YISHUN,YISHUN AVE 11,5 ROOM,10 TO 12,564769.4,116.25,20,451.3449027
North Region,YISHUN,YISHUN AVE 11,EXECUTIVE,10 TO 12,596666.6667,146,3,379.6726085
North Region,YISHUN,YISHUN AVE 11,4 ROOM,11 TO 15,339500,84,2,375.4834834
North Region,YISHUN,YISHUN AVE 11,2 ROOM,13 TO 15,228333.3333,48,3,441.9350277
North Region,YISHUN,YISHUN AVE 11,3 ROOM,13 TO 15,356543.1111,67,9,494.3876264
North Region,YISHUN,YISHUN AVE 11,4 ROOM,13 TO 15,500759.6279,93,43,500.2380297
North Region,YISHUN,YISHUN AVE 11,5 ROOM,13 TO 15,662571.4286,112,7,549.5978527
North Region,YISHUN,YISHUN AVE 11,3 ROOM,16 TO 18,428000,67,1,593.4707403
North Region,YISHUN,YISHUN AVE 11,4 ROOM,16 TO 18,590500,92,6,596.2967197
North Region,YISHUN,YISHUN AVE 11,5 ROOM,16 TO 18,719396,112,3,596.7333932
North Region,YISHUN,YISHUN AVE 2,3 ROOM,01 TO 03,294133.3333,71.33333333,15,383.0734665
North Region,YISHUN,YISHUN AVE 2,4 ROOM,01 TO 03,387583.3333,93.25,12,386.1416061
North Region,YISHUN,YISHUN AVE 2,5 ROOM,01 TO 03,427600,120.8,5,328.8524698
North Region,YISHUN,YISHUN AVE 2,EXECUTIVE,01 TO 03,612500,143.5,2,396.5377496
North Region,YISHUN,YISHUN AVE 2,3 ROOM,01 TO 05,292000,64,1,423.8705302
North Region,YISHUN,YISHUN AVE 2,4 ROOM,01 TO 05,383000,101,1,352.2960273
North Region,YISHUN,YISHUN AVE 2,3 ROOM,04 TO 06,282308.4444,67.55555556,9,388.233623
North Region,YISHUN,YISHUN AVE 2,4 ROOM,04 TO 06,365459.7778,94.05555556,18,360.9819432
North Region,YISHUN,YISHUN AVE 2,5 ROOM,04 TO 06,468750,125.5,12,346.9987422
North Region,YISHUN,YISHUN AVE 2,EXECUTIVE,04 TO 06,588250,143.5,4,380.8380918
North Region,YISHUN,YISHUN AVE 2,3 ROOM,06 TO 10,367000,74,1,460.7493064
North Region,YISHUN,YISHUN AVE 2,3 ROOM,07 TO 09,310000,74,7,389.1887874
North Region,YISHUN,YISHUN AVE 2,4 ROOM,07 TO 09,396428.5714,96.35714286,14,382.2182142
North Region,YISHUN,YISHUN AVE 2,5 ROOM,07 TO 09,504236,123.875,8,378.1642996
North Region,YISHUN,YISHUN AVE 2,EXECUTIVE,07 TO 09,514444,141,2,338.9606933
North Region,YISHUN,YISHUN AVE 2,3 ROOM,10 TO 12,312939.4286,74,7,392.8790863
North Region,YISHUN,YISHUN AVE 2,4 ROOM,10 TO 12,387083.3333,90.58333333,12,396.9963555
North Region,YISHUN,YISHUN AVE 2,5 ROOM,10 TO 12,469629.3333,124.3333333,3,350.9118094
North Region,YISHUN,YISHUN AVE 2,EXECUTIVE,10 TO 12,613000,143.5,2,396.8614539
North Region,YISHUN,YISHUN AVE 2,4 ROOM,13 TO 15,350000,84,1,387.0963746
North Region,YISHUN,YISHUN AVE 2,5 ROOM,13 TO 15,506722,122.75,4,383.5116887
North Region,YISHUN,YISHUN AVE 3,3 ROOM,01 TO 03,290343.75,65.8125,16,409.8589648
North Region,YISHUN,YISHUN AVE 3,4 ROOM,01 TO 03,340344.6667,88.4,30,357.6819545
